userId,itemId,value,timestamp,interactionId
41443bfa7593a6cac8b30ea724db8841,b956861d247df957ca862f00772f10dc,186.31,2014-08-24 12:46:08,donate
87a97137f83fb45700ff1d8ca2019b79,c4e2dd7c98a68c2b72a068f99b8e8483,31.46,2017-07-23 21:59:53,donate
437fa041c38dcc2a4d96915ccb9c8e53,b0130c8c595cbcf57205590084c26136,25.0,2018-01-26 11:20:24,donate
c8b3f99581f468d0e8635cca0870a675,5776892e42a8c8aabaaad9fc619e060c,35.0,2016-11-28 09:09:24,donate
1875645b403c957097bb78bbef804a6a,174dd703a5dad17def5ca3b6dcfe40c9,64.0,2014-08-24 23:40:06,donate
bcf354799e4c6922fcd628f2eeb1335e,0094fd9228359a8ed612a3f56e977ed8,80.0,2017-09-02 10:47:35,donate
3b1a9d9465b279dd3538ae7bc6b3960b,a911412234cbc17d9a7a0053f222cbe2,117.34,2015-01-17 13:22:26,donate
9c80bfc72eca9c469c7f90ba9554d177,ac03da47970bee3885e4ca5b43a67a00,2.0,2014-11-01 07:42:33,donate
87a97137f83fb45700ff1d8ca2019b79,b7a0df8456449bc0db2239a730cfda33,24.61,2013-09-09 04:01:30,donate
646c27840f2f3447addce962896772c4,c47a8640664b0fe7d1a0b167df3dea5b,244.52,2014-08-15 12:30:22,donate
87a97137f83fb45700ff1d8ca2019b79,d8e221b76606b339966b32a03e4ee309,40.42,2013-09-01 04:53:08,donate
3965f08b022eaa9a1cdd8483009f4263,75e990390ffd54177971383e880f93ef,25.0,2014-04-01 10:12:11,donate
7a83a6d684f04957a3ac2d23aa979b18,bd009e9f07e6a6c8f9c66b271e54b4b2,48.14,2018-02-01 11:45:27,donate
997c1b9f8c53e576f5f4afb28ac433a9,a7a7a029806a448d0d8f391ef26c8fbf,50.0,2017-02-28 18:52:09,donate
987595d1d63a04863944f5387dc414f7,471ca680e908d1ffcfdbdbd4d1eaf2da,10.0,2016-08-05 16:35:13,donate
cc9a1fe2b685bbfdd8a3ca6aba32ccbb,c2f9f00d42cf94a8e54a70c438830ae5,50.0,2015-11-03 13:40:37,donate
9c80bfc72eca9c469c7f90ba9554d177,5e2b305c3df5d23bcc837d481fb391fc,2.0,2014-06-17 17:38:29,donate
2b54cc0cdbadbd15b42cbb87dd94d319,21f9c54ca266088b8ddaf26f9217cbf2,50.0,2016-07-28 23:58:11,donate
bcf354799e4c6922fcd628f2eeb1335e,0094fd9228359a8ed612a3f56e977ed8,40.0,2017-09-02 10:51:21,donate
87a97137f83fb45700ff1d8ca2019b79,df0e0c752b7c00d947aa6ecadc2bb059,72.61,2014-08-20 06:47:47,donate
87a97137f83fb45700ff1d8ca2019b79,8f4f88b4954cebbeeed4048e31ff150d,31.1,2017-07-23 21:59:54,donate
c3188d5ec43de8fc4e7792e2ecc13d18,cb3ea1efbd5a983647c416d08930cde6,3.0,2018-04-22 11:37:46,donate
adc7893319a692774444b13e35357657,bc1732462579d380b9a3519398971991,78.62,2017-03-25 02:02:26,donate
74bcb8a4304e7aa3d98acf22e8d2541e,bb65df6e8e937cebf88d8cdd0cde3f70,100.0,2016-10-05 17:46:00,donate
5f24f7ece308e11c9e31a6b9ad53cf68,879a7d80e9e1d87357f6fa64b1ba739e,20.0,2015-01-12 20:14:08,donate
132fbfae473e83627c7c6cfdb1586811,a4fe8f59a6c7ce1ee775a2f47e4dbfd2,27.0,2016-04-20 18:42:15,donate
c2995ea035da8e26daad32b0322f9097,27d55c2d8778563218995b54065053af,26.98,2014-12-12 13:57:48,donate
4e5c5ec09d68d8812a7fb2a6311e1920,caf9a319d78cc16d7458473df8b430a9,25.0,2013-09-05 23:04:35,donate
5c285cae1a24a89e9374a7cb6291a770,5111cb501f29e8f4113d3955865f52d8,50.0,2016-01-04 13:50:39,donate
e3fb74b41f245b3d38b0b547ec61f8ea,21256ef2f53d869c6ce2c3adee9434df,50.0,2015-11-01 20:41:05,donate
f1091cfea312d54a1df2ccc13b91f8b4,1120c79b4ef2d3534e860dbdacd5fdf6,151.02,2017-12-31 16:33:55,donate
f1091cfea312d54a1df2ccc13b91f8b4,8d08cce0893f67608dc494dce30415e8,568.61,2014-12-31 16:23:51,donate
87a97137f83fb45700ff1d8ca2019b79,c027e6b58a866c39171f4c8ce19e4213,42.2,2014-08-20 06:47:46,donate
132fbfae473e83627c7c6cfdb1586811,bcbc2d568732d6f2b46257c63f13e467,5.0,2017-09-10 23:38:25,donate
5a8a1f6924423abd8d48b5563ff51d9d,e4eefd2492a78f0fd83c132c37172112,95.08,2017-02-07 16:13:36,donate
366a7afe544eb16d925b763a311833a6,47c32ba9626d78b4123fb9ff7ab86c65,82.51,2017-12-05 17:11:13,donate
87a97137f83fb45700ff1d8ca2019b79,456a94e474debad17ade6ea2486faa74,19.72,2013-09-21 14:52:13,donate
33c6a65d56810d2094300be5e9faac6d,52d9aa8a336e95a8f8277b2371890abe,30.0,2017-06-12 08:48:57,donate
a860ad3f7556cf8afadaa436a11e0734,966cfd2784ef4cdbb9e92f68089cf4af,24.81,2014-08-22 20:14:47,donate
56a9bf3bbd6a50b46dc053407c2dd32a,79163f27816b5b90056fed06d4f1d6fe,59.59,2016-02-18 19:44:50,donate
3965f08b022eaa9a1cdd8483009f4263,efff2ea03ee9ea9d64b32110adfc09fe,25.0,2013-12-03 23:48:35,donate
36d03591efcc9842472167d392d54a82,18ad63856fee034bc5acc88868f7cd53,300.0,2015-09-13 13:52:41,donate
87a97137f83fb45700ff1d8ca2019b79,4f2ff522e10e771f50c57a3cc76bc42d,42.1,2014-01-14 21:15:58,donate
5a8a1f6924423abd8d48b5563ff51d9d,3d3978887f5bedd24a0bd8f4b284af3a,67.98,2017-08-13 13:59:44,donate
db065c5c7ad3259bfbe483893e373470,c02ebdf12d75ed87f9484feb870e2d06,200.0,2017-11-13 21:18:35,donate
9bf270062813af00e7f1139900e21ed2,9bec4e7c81e8c5fc0a8d46ec8fb37289,20.0,2014-10-21 09:30:29,donate
e28afed5091ae1cc9aef0e429f019645,78adb13fdf90ebf797d248ddfda45440,10.0,2017-11-18 00:04:06,donate
987595d1d63a04863944f5387dc414f7,cdc583b13af369cbbd7e9546fabd80b6,27.97,2016-09-08 20:29:12,donate
ebcb0301a58460639ebb375b4e5e4469,f20e27bbfb6507e596cc6a405589ca93,10.0,2013-04-06 17:27:15,donate
74bcb8a4304e7aa3d98acf22e8d2541e,daa76046c4779f25424fa300faef8911,100.0,2016-10-06 15:52:09,donate
fb245dffd51d902769bf26b7802ebfdf,12d40c0b8b7cffa865d81cb5d2890ff0,25.0,2013-12-03 13:09:35,donate
40b33178f9dcf25e74d187c2d1dc05ee,81d203c67c1d1abd186f7f3cc3586fed,10.0,2016-01-06 02:18:50,donate
a16d62f3b658894a5a9950b9fbe8b907,e4192388c5641168864b7cade0e345d0,100.0,2015-09-06 15:37:34,donate
e28afed5091ae1cc9aef0e429f019645,7c45043f8e30f80fcd05e2d4808d4624,20.0,2018-01-20 20:42:24,donate
3b1a9d9465b279dd3538ae7bc6b3960b,d09f7750429d96ac70813bfd357c6daa,28.46,2018-02-07 21:55:16,donate
87a97137f83fb45700ff1d8ca2019b79,7160531554a163857c2f55ab3d5c8696,158.76,2013-09-05 03:52:28,donate
ad17d67433e546376dae50b002a73983,bf8b353cf16c8d4b2dd400d29cb82344,2.0,2016-05-23 23:06:00,donate
66ed3c307c7847fb11d5ec6430f68301,fbec41c184969e6b1320a8e4f5e2ba6f,20.0,2014-07-25 01:24:47,donate
437fa041c38dcc2a4d96915ccb9c8e53,7db81e582033b919da6e1dd3622d4de0,40.0,2018-02-05 10:43:46,donate
2b54cc0cdbadbd15b42cbb87dd94d319,1e58c6e0a20e98e090ce7709578afac4,27.24,2017-04-12 01:47:15,donate
40b33178f9dcf25e74d187c2d1dc05ee,da67acee1eab5b131613383e2963fc95,10.0,2016-09-22 00:28:09,donate
5c285cae1a24a89e9374a7cb6291a770,ef9749700cde28084e23dfda2524e6c2,49.44,2013-11-20 01:37:27,donate
86abcf660788b32b0978e735e1172ace,2274d68de7068287375b9d025ceba625,50.0,2013-05-22 21:01:00,donate
8734ecb22f67f9a0b2c0a5017af0eb50,03c6a8614c76f88843fdaf3c1916fae4,403.14,2013-03-13 15:29:09,donate
88936495a12f59abf6b3a9cbff2c5017,a034d509627666147ee2e235ed932af6,5.0,2016-08-25 19:12:20,donate
33c6a65d56810d2094300be5e9faac6d,52d9aa8a336e95a8f8277b2371890abe,50.0,2017-06-12 08:28:48,donate
5a8a1f6924423abd8d48b5563ff51d9d,6febc7f4909e996560af69ff90174a21,64.58,2017-02-07 16:13:37,donate
ad17d67433e546376dae50b002a73983,8149d46128e1821224a2dfad3a28e3e1,10.0,2016-07-17 10:25:27,donate
bcf354799e4c6922fcd628f2eeb1335e,c23961fba137e8f87bcf37c351090081,40.0,2017-08-24 00:55:35,donate
6428aad52bad196a2a49c5f11247b0c5,6d6a266c92ae48aedf2171603a1a84fa,10.0,2017-03-13 11:29:39,donate
36d03591efcc9842472167d392d54a82,38fcc9dc05bc07b8219147e59d6090ec,200.0,2014-09-16 23:37:55,donate
c3188d5ec43de8fc4e7792e2ecc13d18,fdcf1c3e6a68d2f2d71333dea4bde604,3.0,2018-05-06 10:32:27,donate
f1091cfea312d54a1df2ccc13b91f8b4,90d1f9242cf986f6c278b6b37ab2839d,311.07,2014-12-31 16:23:51,donate
437fa041c38dcc2a4d96915ccb9c8e53,1206d61d815c3275c0102c7e5337edc6,60.0,2016-08-19 16:03:00,donate
90b28dbe016eed3ed459dc0344458a81,1e69d5ea8f4d653b409b57734243e0d9,100.0,2013-01-31 13:16:40,donate
8734ecb22f67f9a0b2c0a5017af0eb50,2543194338f73af97af4b5ba90536530,373.96,2013-02-09 10:03:11,donate
5f24f7ece308e11c9e31a6b9ad53cf68,b546f421e621a27600b3269d1c574038,20.0,2014-11-30 18:28:46,donate
9c80bfc72eca9c469c7f90ba9554d177,235cee114e68740de82b6e1dfe41cd0c,1.0,2014-09-22 22:18:18,donate
ed23d8b99502bce04587cfc571265b9f,1c5cbc26d4f1732b936ab36484e87a0e,137.94,2017-11-16 13:56:34,donate
132fbfae473e83627c7c6cfdb1586811,df9d4a6948fb8cf914e9e517a81329e3,50.0,2018-03-16 11:35:51,donate
437fa041c38dcc2a4d96915ccb9c8e53,eede0996d7f42fd84696cda82a1db709,75.0,2016-08-15 17:22:15,donate
987595d1d63a04863944f5387dc414f7,ac4b6e88f413790dc698f2b2f32f44f1,10.0,2016-01-30 12:08:00,donate
f1091cfea312d54a1df2ccc13b91f8b4,6a270e9851aea50d45107d57398d3414,227.96,2016-12-31 23:26:04,donate
5f24f7ece308e11c9e31a6b9ad53cf68,879a7d80e9e1d87357f6fa64b1ba739e,75.0,2014-10-12 18:07:40,donate
5a8a1f6924423abd8d48b5563ff51d9d,c0b421cc33c901b45d16b15c63d22d4d,78.53,2016-09-13 22:22:41,donate
425a924eda764493f507f8b427867ecd,3cd80607ab1e19a2c5353bcddcf5450e,100.0,2015-05-21 11:25:09,donate
2b54cc0cdbadbd15b42cbb87dd94d319,64f4936a236c0d49e0a6f98919a20099,150.0,2017-08-30 09:35:51,donate
646c27840f2f3447addce962896772c4,ecf7c47d6e089aa8340de0603feb8801,141.24,2017-07-15 21:46:45,donate
