userId,itemId,value,timestamp,interactionId
481,64278,5.0,1437007686,rating
571,150,4.0,1334343718,rating
212,440,2.5,1260704021,rating
205,31658,4.5,1442137049,rating
195,3701,2.0,977724170,rating
21,1266,3.0,853850874,rating
562,1358,3.5,1167429845,rating
380,2428,1.0,949368459,rating
188,661,4.0,841064618,rating
380,3176,3.0,963252658,rating
270,140174,4.5,1469256806,rating
500,1088,4.0,1229098924,rating
270,80241,3.5,1469278482,rating
254,609,4.0,845157925,rating
5,3114,3.5,1163374263,rating
263,5620,3.0,1117842714,rating
472,2171,4.0,994738489,rating
546,2617,5.0,1301167086,rating
363,2080,4.0,942344812,rating
281,608,4.5,1113685168,rating
431,39183,4.5,1165547445,rating
222,1936,5.0,960920116,rating
73,3160,3.5,1255845019,rating
189,3865,2.0,968093525,rating
406,858,4.0,1447951451,rating
21,1371,3.0,853852263,rating
311,647,4.0,898096076,rating
178,920,4.5,1437428160,rating
560,2085,3.5,1452850009,rating
547,4995,4.0,1010342667,rating
217,1278,2.5,1108160079,rating
660,480,3.0,1436680084,rating
34,1965,3.0,973747591,rating
20,110,2.0,1238729747,rating
32,173,3.0,834828227,rating
294,3936,3.5,1119922968,rating
130,919,3.5,1138999381,rating
466,608,4.0,945139883,rating
463,1089,4.0,1049922382,rating
461,910,1.5,1093225270,rating
388,58559,4.0,1229026930,rating
356,2722,3.5,1168393671,rating
412,2687,3.0,993088514,rating
547,2890,5.0,981314335,rating
385,204,1.0,836679381,rating
73,319,4.0,1260597912,rating
639,231,3.0,833991717,rating
483,377,3.0,1465387536,rating
405,2023,5.0,1097769415,rating
537,1259,4.0,879520960,rating
333,4995,5.0,1441197739,rating
199,33558,3.0,1229285008,rating
253,4979,2.0,1215832115,rating
409,153,3.0,828213115,rating
592,364,2.0,995420684,rating
615,96821,4.0,1463685887,rating
407,509,4.0,962647742,rating
373,2100,3.0,939036873,rating
345,8961,5.0,1106864465,rating
380,2000,4.0,994729345,rating
327,1375,4.5,1225364095,rating
596,3177,3.5,1147972020,rating
421,186,3.0,835170356,rating
