userId,itemId,value,timestamp,interactionId
652,22,4.0,1439584210,rating
501,6016,5.0,1283138480,rating
514,299,4.0,853894217,rating
593,122,3.0,840996303,rating
472,2657,5.0,939692905,rating
624,8290,0.5,1087571692,rating
475,2288,4.0,1447269610,rating
19,6,3.0,855190128,rating
102,2926,4.0,957894170,rating
452,2302,4.0,976425924,rating
293,594,0.5,1063997440,rating
607,434,3.5,1113319845,rating
312,224,2.0,959933834,rating
494,2502,5.0,1342747752,rating
664,7445,4.5,1343747211,rating
346,1396,2.5,1159125385,rating
619,173,2.0,831923824,rating
23,5991,2.5,1148728773,rating
564,2577,3.0,974841370,rating
501,39446,4.0,1309492710,rating
428,5618,5.0,1304141257,rating
550,2334,3.0,942669931,rating
361,1073,4.0,864051071,rating
294,2291,3.5,1126407814,rating
521,1909,3.0,1370072048,rating
23,1673,4.0,1148671436,rating
574,608,5.0,1232810285,rating
464,380,4.0,829912558,rating
639,160,2.0,833991986,rating
596,33166,5.0,1144615341,rating
457,2502,4.0,1471384615,rating
445,593,3.5,1360005912,rating
458,431,3.0,1337555697,rating
353,5833,3.0,1142770340,rating
602,481,3.0,842359225,rating
232,2929,3.0,955093859,rating
547,2657,4.0,1022959249,rating
649,531,4.0,834425281,rating
457,2355,1.5,1471386374,rating
624,26386,3.5,1136651983,rating
587,52767,4.5,1284474391,rating
323,1250,4.5,1150487631,rating
382,62,3.5,1386364784,rating
586,590,3.0,1214234001,rating
20,1680,5.0,1224042771,rating
93,4886,3.0,1304992417,rating
580,173,2.5,1155484586,rating
452,7445,3.0,1151811285,rating
596,16,5.0,1138658329,rating
77,2054,2.5,1163915788,rating
346,1921,4.0,1044651135,rating
430,41569,2.5,1148091172,rating
341,1959,4.0,1240055726,rating
22,1641,2.0,1131662659,rating
518,2268,5.0,945443754,rating
352,318,5.0,1420521083,rating
323,2006,2.0,1150487640,rating
214,509,4.0,978382183,rating
597,2528,3.0,940707179,rating
441,156,4.0,1048092031,rating
295,2028,4.5,1100132347,rating
160,2762,5.0,974258079,rating
151,364,5.0,847296775,rating
452,4880,4.0,1008975880,rating
409,280,5.0,828213115,rating
197,3638,5.0,975429524,rating
537,144,3.0,879520566,rating
396,338,3.0,834998807,rating
518,223,5.0,945363835,rating
557,2294,1.5,1285962621,rating
