userId,itemId,value,timestamp,interactionId
0,133258,1.0,1494509402,click
0,159018,1.0,1494585828,click
0,162660,1.0,1494591497,click
0,174567,1.0,1494703519,click
0,216856,1.0,1494745555,click
0,258115,1.0,1494910256,click
0,265875,1.0,1494902581,click
0,276891,1.0,1495001279,click
0,279051,1.0,1495006541,click
0,279671,1.0,1494960573,click
0,321923,1.0,1495088147,click
0,411628,1.0,1496146904,click
0,429920,1.0,1496438622,click
0,430206,1.0,1495432477,click
0,449686,1.0,1495602682,click
0,485326,1.0,1495599092,click
0,496771,1.0,1495616064,click
0,503771,1.0,1495616768,click
0,566817,1.0,1495896806,click
0,688120,1.0,1496259041,click
0,690626,1.0,1496373613,click
0,798913,1.0,1496570445,click
0,808859,1.0,1496602411,click
0,821726,1.0,1496720159,click
0,848618,1.0,1496732271,click
241,636052,1.0,1496071792,click
241,738165,1.0,1496340804,click
241,826849,1.0,1496671453,click
481,43849,1.0,1494302037,click
481,234067,1.0,1494913227,click
481,313409,1.0,1495203724,click
481,313414,1.0,1495100593,click
481,373594,1.0,1495203909,click
481,378318,1.0,1495203845,click
531,623606,1.0,1496046666,click
531,636287,1.0,1496053547,click
531,833936,1.0,1496764258,click
531,850055,1.0,1496754837,click
2061,89972,1.0,1494396099,click
2061,96721,1.0,1494396149,click
2061,174734,1.0,1494609604,click
2061,188255,1.0,1494609700,click
2061,250966,1.0,1494866719,click
2061,354964,1.0,1495171330,click
2061,427313,1.0,1495387477,click
2061,619246,1.0,1496074268,click
2061,636052,1.0,1496074462,click
2061,720063,1.0,1496317753,click
2061,726899,1.0,1496423013,click
2061,734320,1.0,1496422913,click
2061,778387,1.0,1496485891,click
2061,821457,1.0,1496739333,click
2061,821457,1.0,1496739362,click
4511,430187,1.0,1495427373,click
6301,279423,1.0,1495005755,click
8601,267027,1.0,1494995980,click
11121,79493,1.0,1494431490,click
11121,108821,1.0,1494431567,click
11121,114202,1.0,1494431251,click
40551,121581,1.0,1494475528,click
66411,181080,1.0,1494710117,click
68721,384586,1.0,1495213816,click
68951,848373,1.0,1496739336,click
89821,209321,1.0,1494791994,click
89821,230837,1.0,1494792116,click
94871,78600,1.0,1494526340,click
94871,82226,1.0,1494433116,click
95841,63506,1.0,1494394723,click
95841,159004,1.0,1494683188,click
95841,162925,1.0,1494682825,click
95841,667487,1.0,1496233640,click
95841,667487,1.0,1496234007,click
95841,667487,1.0,1496235160,click
95841,667487,1.0,1496235285,click
95841,671612,1.0,1496233504,click
95841,674978,1.0,1496233427,click
95841,765551,1.0,1496464531,click
105571,788937,1.0,1496518162,click
115411,473697,1.0,1495651888,click
115411,473697,1.0,1495652243,click
115411,518860,1.0,1495652317,click
136741,212882,1.0,1494774176,click
136741,300960,1.0,1494997437,click
138921,565973,1.0,1495872607,click
150951,82291,1.0,1494413407,click
150951,82744,1.0,1494476355,click
150951,638137,1.0,1496140777,click
150951,638340,1.0,1496140855,click
158241,55717,1.0,1494326782,click
158241,79481,1.0,1494326878,click
163131,501630,1.0,1495798206,click
163131,526818,1.0,1495798047,click
165271,658215,1.0,1496194958,click
171941,337431,1.0,1495179625,click
171941,406052,1.0,1495447345,click
171941,433596,1.0,1495437408,click
171941,437433,1.0,1495447454,click
171941,450194,1.0,1495532141,click
177141,756691,1.0,1496429563,click
177141,759847,1.0,1496569222,click
177141,809112,1.0,1496724766,click
177141,817225,1.0,1496664582,click
177141,837215,1.0,1496724693,click
182471,210800,1.0,1494824155,click
223311,671396,1.0,1496316340,click
229841,216596,1.0,1494733145,click
236881,79480,1.0,1494512019,click
249081,661986,1.0,1496214203,click
249081,661986,1.0,1496214210,click
257141,167522,1.0,1494655776,click
257141,191878,1.0,1494655499,click
257141,326361,1.0,1495172934,click
257141,327816,1.0,1495096417,click
257141,347047,1.0,1495173183,click
